{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.28', '0.00000000']], 'time': '2021-05-20T03:56:14.921638Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38285.80', '0.00000000']], 'time': '2021-05-20T03:56:15.200862Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38499.07', '0.30081158']], 'time': '2021-05-20T03:56:15.205656Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38366.80', '0.02000000']], 'time': '2021-05-20T03:56:15.209575Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '43100.00', '1.09530000']], 'time': '2021-05-20T03:56:15.214725Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38228.28', '0.00000000']], 'time': '2021-05-20T03:56:15.215602Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38461.52', '0.00000000']], 'time': '2021-05-20T03:56:15.220591Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38442.46', '0.00000000']], 'time': '2021-05-20T03:56:15.221593Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.75', '0.03000000']], 'time': '2021-05-20T03:56:15.222271Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38293.92', '0.01000000']], 'time': '2021-05-20T03:56:15.234180Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38315.16', '0.52000000']], 'time': '2021-05-20T03:56:15.237067Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38150.83', '0.05012967']], 'time': '2021-05-20T03:56:15.237842Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38499.07', '0.00000000']], 'time': '2021-05-20T03:56:15.238796Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38449.58', '0.01595000']], 'time': '2021-05-20T03:56:15.241249Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '43100.00', '1.26070000']], 'time': '2021-05-20T03:56:15.241323Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38331.47', '0.00000000']], 'time': '2021-05-20T03:56:15.243163Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38311.92', '0.00000000']], 'time': '2021-05-20T03:56:15.245463Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38293.92', '0.03000000']], 'time': '2021-05-20T03:56:15.245850Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38354.82', '0.00000000']], 'time': '2021-05-20T03:56:15.249032Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.72', '0.00000000']], 'time': '2021-05-20T03:56:15.249589Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.40', '0.00000000']], 'time': '2021-05-20T03:56:15.249885Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38361.54', '0.05000000']], 'time': '2021-05-20T03:56:15.257769Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38293.92', '0.06000000']], 'time': '2021-05-20T03:56:15.257966Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38326.80', '0.05178401']], 'time': '2021-05-20T03:56:15.262165Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38221.08', '0.00000000']], 'time': '2021-05-20T03:56:15.263164Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38315.17', '0.59116555']], 'time': '2021-05-20T03:56:15.270286Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.88', '0.04818966']], 'time': '2021-05-20T03:56:15.270319Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38338.74', '0.04976059']], 'time': '2021-05-20T03:56:15.270409Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38443.55', '0.00000000']], 'time': '2021-05-20T03:56:15.272453Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.21', '0.07460000']], 'time': '2021-05-20T03:56:15.274518Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38310.70', '0.16000000']], 'time': '2021-05-20T03:56:15.274629Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38293.92', '0.10000000']], 'time': '2021-05-20T03:56:15.274745Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.73', '0.00000000']], 'time': '2021-05-20T03:56:15.275134Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38312.20', '0.59300000']], 'time': '2021-05-20T03:56:15.279198Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.21', '0.00000000']], 'time': '2021-05-20T03:56:15.282641Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38451.89', '0.00000000']], 'time': '2021-05-20T03:56:15.286899Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38220.28', '0.00000000']], 'time': '2021-05-20T03:56:15.287481Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38362.52', '0.00000000']], 'time': '2021-05-20T03:56:15.288337Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38293.92', '0.15000000']], 'time': '2021-05-20T03:56:15.288527Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.44', '0.00000000']], 'time': '2021-05-20T03:56:15.294109Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38379.00', '0.10000000']], 'time': '2021-05-20T03:56:15.297319Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38484.10', '0.00000000']], 'time': '2021-05-20T03:56:15.299817Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.45', '0.00000000']], 'time': '2021-05-20T03:56:15.302844Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38435.92', '0.01300866']], 'time': '2021-05-20T03:56:15.305063Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38427.09', '0.01403582']], 'time': '2021-05-20T03:56:15.305283Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.01', '0.47770000']], 'time': '2021-05-20T03:56:15.305379Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38349.61', '0.00000000']], 'time': '2021-05-20T03:56:15.307248Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38501.72', '0.30080762']], 'time': '2021-05-20T03:56:15.312779Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38304.59', '0.04389316']], 'time': '2021-05-20T03:56:15.313391Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38354.76', '0.05611581']], 'time': '2021-05-20T03:56:15.313391Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38368.21', '0.05000000']], 'time': '2021-05-20T03:56:15.313472Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38374.55', '0.00000000']], 'time': '2021-05-20T03:56:15.313573Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38470.93', '0.01000000']], 'time': '2021-05-20T03:56:15.314107Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38338.74', '0.00000000']], 'time': '2021-05-20T03:56:15.314711Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38290.38', '0.00000000']], 'time': '2021-05-20T03:56:15.319886Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38369.03', '0.00000000']], 'time': '2021-05-20T03:56:15.321001Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38368.46', '0.00000000']], 'time': '2021-05-20T03:56:15.325641Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38501.72', '0.00000000']], 'time': '2021-05-20T03:56:15.326264Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38366.80', '0.00000000']], 'time': '2021-05-20T03:56:15.328771Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38368.31', '0.00000000']], 'time': '2021-05-20T03:56:15.329800Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.53', '0.50000000']], 'time': '2021-05-20T03:56:15.330046Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38209.83', '0.03164717']], 'time': '2021-05-20T03:56:15.330412Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38219.47', '0.00000000']], 'time': '2021-05-20T03:56:15.330412Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.75', '0.00000000']], 'time': '2021-05-20T03:56:15.331620Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38368.21', '0.00000000']], 'time': '2021-05-20T03:56:15.335839Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38209.83', '0.00000000']], 'time': '2021-05-20T03:56:15.350023Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38252.59', '0.00000000']], 'time': '2021-05-20T03:56:15.351469Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38387.64', '0.00000000']], 'time': '2021-05-20T03:56:15.354138Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38364.41', '0.41440000']], 'time': '2021-05-20T03:56:15.384989Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38331.89', '0.01492000']], 'time': '2021-05-20T03:56:15.385140Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.53', '2.98969908']], 'time': '2021-05-20T03:56:15.385444Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38331.84', '0.07460000']], 'time': '2021-05-20T03:56:15.386325Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38361.94', '0.39490432']], 'time': '2021-05-20T03:56:15.386622Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.24', '0.07460000']], 'time': '2021-05-20T03:56:15.387087Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38164.65', '0.05148734']], 'time': '2021-05-20T03:56:15.387553Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.01', '0.00000000']], 'time': '2021-05-20T03:56:15.389822Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38331.84', '0.00000000']], 'time': '2021-05-20T03:56:15.394001Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38331.46', '0.16362945']], 'time': '2021-05-20T03:56:15.398888Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38311.85', '0.00000000']], 'time': '2021-05-20T03:56:15.401987Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38150.83', '0.00000000']], 'time': '2021-05-20T03:56:15.402876Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.85', '0.00000000']], 'time': '2021-05-20T03:56:15.418621Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38364.41', '0.00000000']], 'time': '2021-05-20T03:56:15.422746Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38378.42', '0.04000000']], 'time': '2021-05-20T03:56:15.462429Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38350.96', '0.00600000']], 'time': '2021-05-20T03:56:15.462978Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38235.33', '0.50000000']], 'time': '2021-05-20T03:56:15.463066Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.70', '1.99500000']], 'time': '2021-05-20T03:56:15.463300Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38345.65', '0.15000000']], 'time': '2021-05-20T03:56:15.463984Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.12', '0.01492000']], 'time': '2021-05-20T03:56:15.465151Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.86', '1.06251193']], 'time': '2021-05-20T03:56:15.466685Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38379.98', '0.41807384']], 'time': '2021-05-20T03:56:15.466956Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38332.18', '0.02251804']], 'time': '2021-05-20T03:56:15.468774Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.30', '0.00176479']], 'time': '2021-05-20T03:56:15.471501Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38324.71', '0.00300000']], 'time': '2021-05-20T03:56:15.472367Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38372.47', '0.01000000']], 'time': '2021-05-20T03:56:15.475901Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38332.18', '0.05486993']], 'time': '2021-05-20T03:56:15.476106Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38331.51', '0.84700000']], 'time': '2021-05-20T03:56:15.476355Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38467.70', '0.00000000']], 'time': '2021-05-20T03:56:15.479107Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '37654.92', '0.05410000']], 'time': '2021-05-20T03:56:15.479850Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.12', '0.00000000']], 'time': '2021-05-20T03:56:15.480828Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38374.30', '0.01000000']], 'time': '2021-05-20T03:56:15.482700Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38332.18', '0.07460000']], 'time': '2021-05-20T03:56:15.482716Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38379.98', '0.45173933']], 'time': '2021-05-20T03:56:15.483254Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38258.03', '0.03366549']], 'time': '2021-05-20T03:56:15.483254Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38140.59', '0.04653781']], 'time': '2021-05-20T03:56:15.484989Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '37534.02', '0.06411006']], 'time': '2021-05-20T03:56:15.485417Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38550.77', '0.00648495']], 'time': '2021-05-20T03:56:15.486048Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38227.22', '0.00000000']], 'time': '2021-05-20T03:56:15.489190Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.86', '0.00000000']], 'time': '2021-05-20T03:56:15.493569Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38384.35', '0.29247068']], 'time': '2021-05-20T03:56:15.495394Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38279.50', '0.00000000']], 'time': '2021-05-20T03:56:15.496072Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38374.64', '0.00000000']], 'time': '2021-05-20T03:56:15.500587Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38331.89', '0.00000000']], 'time': '2021-05-20T03:56:15.505514Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.24', '0.00000000']], 'time': '2021-05-20T03:56:15.507394Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38373.64', '0.02000000']], 'time': '2021-05-20T03:56:15.509513Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38447.58', '0.01000000']], 'time': '2021-05-20T03:56:15.509709Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '39126.23', '0.00000000']], 'time': '2021-05-20T03:56:15.510174Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38304.59', '0.00000000']], 'time': '2021-05-20T03:56:15.511951Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38354.76', '0.00000000']], 'time': '2021-05-20T03:56:15.511951Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38384.35', '0.33105453']], 'time': '2021-05-20T03:56:15.517881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38252.16', '0.03858385']], 'time': '2021-05-20T03:56:15.517881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38291.89', '0.01000000']], 'time': '2021-05-20T03:56:15.518021Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38331.51', '0.00000000']], 'time': '2021-05-20T03:56:15.518355Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38240.18', '0.11379060']], 'time': '2021-05-20T03:56:15.527862Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38255.12', '0.00000000']], 'time': '2021-05-20T03:56:15.529956Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38321.90', '1.06251193']], 'time': '2021-05-20T03:56:15.532223Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38345.20', '0.01492000']], 'time': '2021-05-20T03:56:15.532253Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38278.50', '0.10000000']], 'time': '2021-05-20T03:56:15.533387Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38296.41', '1.20000000']], 'time': '2021-05-20T03:56:15.537197Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38393.95', '0.33444977']], 'time': '2021-05-20T03:56:15.537423Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.55', '0.00000000']], 'time': '2021-05-20T03:56:15.539800Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38377.76', '0.03000000']], 'time': '2021-05-20T03:56:15.542146Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.54', '0.05000000']], 'time': '2021-05-20T03:56:15.543328Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38284.55', '0.00000000']], 'time': '2021-05-20T03:56:15.548287Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38393.95', '0.36829753']], 'time': '2021-05-20T03:56:15.551395Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38239.26', '0.03384776']], 'time': '2021-05-20T03:56:15.551395Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38326.82', '0.18000000']], 'time': '2021-05-20T03:56:15.551440Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38290.65', '0.02611604']], 'time': '2021-05-20T03:56:15.551711Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38516.81', '0.00000000']], 'time': '2021-05-20T03:56:15.554534Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38458.87', '0.00000000']], 'time': '2021-05-20T03:56:15.555744Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38660.39', '0.00000000']], 'time': '2021-05-20T03:56:15.555831Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38339.18', '0.01028189']], 'time': '2021-05-20T03:56:15.559386Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38344.57', '0.07460000']], 'time': '2021-05-20T03:56:15.560995Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38332.56', '0.01492000']], 'time': '2021-05-20T03:56:15.561017Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38308.37', '0.05153000']], 'time': '2021-05-20T03:56:15.561646Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.98', '0.05776111']], 'time': '2021-05-20T03:56:15.561646Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38431.46', '1.20000000']], 'time': '2021-05-20T03:56:15.562061Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38378.51', '0.05000000']], 'time': '2021-05-20T03:56:15.567909Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38332.72', '0.04831179']], 'time': '2021-05-20T03:56:15.568824Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38344.66', '0.05138319']], 'time': '2021-05-20T03:56:15.568873Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38398.89', '0.31014295']], 'time': '2021-05-20T03:56:15.569159Z'}
